,message,hate_speech
359,put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,1
360,"There are other ' Games ' , similar to the first you described , eg : 1 ] FIFA , and 2 ] The British FA ......",0
361,"BTW Im led to believe that Football [ soccer ] was invented in Somalia , in about 1066 AD .",0
362,"Pigs bladders were not used there , and the footballs were made from Camels doings .",0
363,Like I said earlier the English have been subjected to a far worse campaign of indoctrination than the rest of us .,0
364,"I have to admit I do n't think I 've ever met a Briton ??? and I am English , so you must know something that I do n't know ??? , good for you .",0
365,"What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .",1
366,I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .,0
367,My Mind 's Eye - Small Faces - YouTube,0
368,I would not even use anything that man says winston churchill is the reason we are in this mess in the first place the bastard should have been shot,0
369,I think they have .,0
370,I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,0
371,What do i know ? ?!!!!! ...,0
372,Why would you want to see this pollution spread further into our gene pool ?,1
373,Thank the Gods she has chosen to go with her own kind .,1
374,"I have just followed the link for the BDP , tried to check the policies only to be shown a lot of Latin that translates as total gobbledegook !",0
375,Hacked website ?,0
376,A happy St. David 's day to all of our Welsh compatriots !,0
377,"From your one time enemies , and now eternal allies , the English",0
378,today i had an assembly on diversity and how we should embrace other cultures and learn about them .,0
379,Not one mention about burns night our own culture .,0
380,Re: What is happening in our schools ?,0
381,Simple truth is that sadly they are preparing them for the only future that marxism offers -,0
382,Don't be ridiculous !,0
383,"So you advocate independence , just to join another sovereign Nation ( As Wales would be in this hypothetical scenario ) ?",0
384,Indeed.,0
385,The OP has gone to sunnier climes for a couple of weeks so I 'll close this now and explain to him on his return ....,0
386,Don't care much for football these days and sincerely hope that the team called England get a hiding but i will be wearing my new Serbia shirt during the tournament.COME ON SERBIA DO US PROUD !,0
387,"is anyone else fed up with people using the so called race card against you ? if so , tell us about it",0
388,No I will not be buying guns and bullets .,0
389,And it 's not my fault the BNP is run by a gangster .,0
390,Yeah iam from Edinburgh and i when i was at secondary school my classes where full of blacks and pakis and half them could hardly speak english .,0
391,"i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off , they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them ?",0
392,ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',1
393,yes it is dying down the only way we could beat our problem is by voting for BNP in the next election,0
394,Hello to all my friends here on the forum .,0
395,"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",1
396,"There is a sign up , placed by the council , stating `` No Ball Games '' , so what are they doing , yes playing football .",0
397,"Playing with their scooters , bikes and other NOISY toys right outside our windows .",0
398,Can hardly hear our tv .,0
399,It got so bad that I literally sat outside with our dog ( he was on a lead ) .,0
400,They all p * * * * d off and stayed up their end with that stupid look on their faces .,0
401,I sat there for 5 minutes and then took the dog for a walk .,0
402,"There must have been about 10 of them , all black , and others coming in to join them .",0
403,There was not one white child amongst them .,0
404,Oh yes and to round it all off we have new neighbours moved in .,0
405,Foreign of course .,0
406,I had to open the landing window earlier because the stench of their cooking was overpowering .,0
407,Thankyou all for allowing me to vent as I feel so angry .......,0
408,he wrote the truth and you dont know if he is white or not as none knows who post here is a confirmed white .,0
409,On the other hand point to anything he posted as not to be the absolute truth .,0
410,"Every time I see a black security guard they are either sat down or on the phone , they have no proffesionalism whatsoever .",1
411,"Yes, more homosexual degeneracy foisted upon the silent majority .",1
412,Dare to speak out in a country with supposed free speech and you 're labelled a bigot !,0
413,Absolutely ridiculous .,0
414,Hey I 'm not really new to browsing the forums but i 've only just got his account and have decided to become more active online and in day to day life .,0
415,"If you follow the cycle of water , what we drink has already been down the toilet a few times , so it 's nothing new .",0
416,Agree with Barrrytheanglosaxon with many points ... Oh !,0
417,English team are 100 % white ...,0
418,"And one of thing I like in football , among football fans many white patriots Right wing ultras RUS - YouTube",0
419,"I cant understand why people in Britain loves so much to breed with non whites , it keeps me shocking when i go there .",0
420,I have never seen such thing in any other country .,0
421,Something mysterious must be happening there,0
422,Didnt you just say we 're all going to die off anyway ... but its ok because more White people are going to replace us ?,0
423,Coming right up .,0
424,There 's sugar in the bowl and lemon on the side .,0
425,It 's a pleasure to make your acquaintance Madam .,0
426,Is it a competition on TV to get the most alien looking black and to put them with a white woman ?,0
427,"In light of who `` brings it up '' I would imagine that , like all their other claims and accusations , this is wildly exaggerated .",0
428,Do you mean ......,0
429,It is better to be hated for what you are than to be loved for what you are not .,0
430,"Andre Gide French critic , essayist , & novelist ( 1869 - 1951 )",0
431,"Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .",1
432,No .,0
433,Rule Britannia .,0
434,"Yes true It reminds me of this incident Muslim Extremists Abuse Royal Anglian Troops After Afghanistan Return , Barking - London 2010 - YouTube",0
435,surely gotta be more than that. town to town you see minority whites. - if whites are supposed to be at least 70million - its a very hard way of showing it,0
436,"Personal Card for Teacher - Johann Warzecha in the Upper Silesian village of Kaminietz , near Tost-Gleiwitz ( Toszek-Gliwice ) .",0
437,"The name of the village was changed to Dramastein , during the Third Reich , today it is called Kamieniec in Poland .",0
438,You are telling me that 78 % of kids under 6 in Frankfurt are all foreigners ?,0
439,Jeeze its worst than the UK .,0
440,First I 'm not from Moldavia ...,0
441,"Second , I really hope one day you chauvinists try to take our Transylvania from us ! 1330 Posada , ring a bell ? 1467 Baia , ring a bell ? 1599 Selimbar , ring a bell ?",0
